wastewater_treatment_plant.name,collection_date,target,dilution,assay,gc_per_lww,TotalDroplets,flow,ara_id,population
ARA Sensetal,2023-01-24T00:00:00Z,RSV-N,3,respv4,11758.4711665045,24582,19908,66700,62000
ARA Sensetal,2023-01-24T00:00:00Z,IBV-M,3,respv4,4183.200769527243,27637,19908,66700,62000
ARA Sensetal,2023-01-24T00:00:00Z,IAV-M,3,respv4,10458.569607879897,27637,19908,66700,62000
ARA Sensetal,2023-01-24T00:00:00Z,SARS-N2,3,respv4,98385.34273666792,27637,19908,66700,62000
ARA Sensetal,2023-01-24T00:00:00Z,RSV-N,3,respv4,8366.704296583126,27637,19908,66700,62000
CDA Lugano,2023-01-23T00:00:00Z,IBV-M,3,respv4,10269.05227666512,28147,40846,515100,124000
CDA Lugano,2023-01-23T00:00:00Z,IAV-M,3,respv4,2053.6645129650897,28147,40846,515100,124000
CDA Lugano,2023-01-23T00:00:00Z,SARS-N2,3,respv4,207789.4604619173,28147,40846,515100,124000
CDA Lugano,2023-01-23T00:00:00Z,RSV-N,3,respv4,12323.081671479684,28147,40846,515100,124000
CDA Lugano,2023-01-23T00:00:00Z,IBV-M,3,respv4,10370.753424684477,27871,40846,515100,124000
CDA Lugano,2023-01-23T00:00:00Z,IAV-M,3,respv4,4148.078093495617,27871,40846,515100,124000
CDA Lugano,2023-01-23T00:00:00Z,SARS-N2,3,respv4,270246.1538748972,27871,40846,515100,124000
CDA Lugano,2023-01-23T00:00:00Z,RSV-N,3,respv4,14519.57583508249,27871,40846,515100,124000
ARA Werdhoelzli,2023-01-23T00:00:00Z,IBV-M,3,respv4,13770.927571527,29386,160242,26101,471000
ARA Werdhoelzli,2023-01-23T00:00:00Z,IAV-M,3,respv4,25577.19154396623,29386,160242,26101,471000
ARA Werdhoelzli,2023-01-23T00:00:00Z,SARS-N2,3,respv4,264186.30318206834,29386,160242,26101,471000
ARA Werdhoelzli,2023-01-23T00:00:00Z,RSV-N,3,respv4,29513.148797839487,29386,160242,26101,471000
ARA Werdhoelzli,2023-01-23T00:00:00Z,IBV-M,3,respv4,36131.81812120768,27205,160242,26101,471000
ARA Werdhoelzli,2023-01-23T00:00:00Z,IAV-M,3,respv4,17000.39516922311,27205,160242,26101,471000
ARA Werdhoelzli,2023-01-23T00:00:00Z,SARS-N2,3,respv4,283283.03549571557,27205,160242,26101,471000
ARA Werdhoelzli,2023-01-23T00:00:00Z,RSV-N,3,respv4,25502.46809620306,27205,160242,26101,471000
ARA Chur,2023-01-23T00:00:00Z,IBV-M,5,respv4,3407.2791274872297,28275,10951,390101,55000
ARA Chur,2023-01-23T00:00:00Z,IAV-M,5,respv4,17037.6008367226,28275,10951,390101,55000
ARA Chur,2023-01-23T00:00:00Z,SARS-N2,5,respv4,461076.1383372958,28275,10951,390101,55000
ARA Chur,2023-01-23T00:00:00Z,RSV-N,5,respv4,34078.21531117857,28275,10951,390101,55000
ARA Chur,2023-01-23T00:00:00Z,IBV-M,5,respv4,17925.223547881258,26875,10951,390101,55000
ARA Chur,2023-01-23T00:00:00Z,IAV-M,5,respv4,28681.95880815473,26875,10951,390101,55000
ARA Chur,2023-01-23T00:00:00Z,SARS-N2,5,respv4,477950.21727871435,26875,10951,390101,55000
ARA Chur,2023-01-23T00:00:00Z,RSV-N,5,respv4,39439.89524487562,26875,10951,390101,55000
ARA Altenrhein,2023-01-23T00:00:00Z,IBV-M,3,respv4,2085.600772651641,27716,14966,323700,64000
ARA Altenrhein,2023-01-23T00:00:00Z,IAV-M,3,respv4,27118.68133629928,27716,14966,323700,64000
ARA Altenrhein,2023-01-23T00:00:00Z,SARS-N2,3,respv4,475372.2031184352,27716,14966,323700,64000
ARA Altenrhein,2023-01-23T00:00:00Z,RSV-N,3,respv4,43813.426593507014,27716,14966,323700,64000
ARA Altenrhein,2023-01-23T00:00:00Z,IBV-M,3,respv4,6785.9048239450885,25556,14966,323700,64000
ARA Altenrhein,2023-01-23T00:00:00Z,IAV-M,3,respv4,31674.373758761114,25556,14966,323700,64000
ARA Altenrhein,2023-01-23T00:00:00Z,SARS-N2,3,respv4,522577.26657110575,25556,14966,323700,64000
ARA Altenrhein,2023-01-23T00:00:00Z,RSV-N,3,respv4,38463.998269775344,25556,14966,323700,64000
ARA Sensetal,2023-01-23T00:00:00Z,IBV-M,3,respv4,2089.9744450674557,27658,20144,66700,62000
ARA Sensetal,2023-01-23T00:00:00Z,IAV-M,3,respv4,6270.150047704043,27658,20144,66700,62000
ARA Sensetal,2023-01-23T00:00:00Z,SARS-N2,3,respv4,69009.08696819092,27658,20144,66700,62000
ARA Sensetal,2023-01-23T00:00:00Z,RSV-N,3,respv4,6270.150047704043,27658,20144,66700,62000
ARA Sensetal,2023-01-23T00:00:00Z,IBV-M,3,respv4,14968.067315922031,27036,20144,66700,62000
ARA Sensetal,2023-01-23T00:00:00Z,IAV-M,3,respv4,6414.4113929348805,27036,20144,66700,62000
ARA Sensetal,2023-01-23T00:00:00Z,SARS-N2,3,respv4,64176.16758711304,27036,20144,66700,62000
ARA Sensetal,2023-01-23T00:00:00Z,RSV-N,3,respv4,0,27036,20144,66700,62000
CDA Lugano,2023-01-22T00:00:00Z,IBV-M,3,respv4,16278.081833313443,21309,38946,515100,124000
CDA Lugano,2023-01-22T00:00:00Z,IAV-M,3,respv4,10851.545196947973,21309,38946,515100,124000
CDA Lugano,2023-01-22T00:00:00Z,SARS-N2,3,respv4,261001.00540861933,21309,38946,515100,124000
CDA Lugano,2023-01-22T00:00:00Z,RSV-N,3,respv4,16278.081833313443,21309,38946,515100,124000
CDA Lugano,2023-01-22T00:00:00Z,IBV-M,3,respv4,40307.24648625882,20084,38946,515100,124000
CDA Lugano,2023-01-22T00:00:00Z,IAV-M,3,respv4,11513.488377490312,20084,38946,515100,124000
CDA Lugano,2023-01-22T00:00:00Z,SARS-N2,3,respv4,236486.10509449776,20084,38946,515100,124000
CDA Lugano,2023-01-22T00:00:00Z,RSV-N,3,respv4,28788.0220144811,20084,38946,515100,124000
ARA Werdhoelzli,2023-01-22T00:00:00Z,IBV-M,3,respv4,53791.142183061515,23652,154164,26101,471000
ARA Werdhoelzli,2023-01-22T00:00:00Z,IAV-M,3,respv4,19554.624072855808,23652,154164,26101,471000
ARA Werdhoelzli,2023-01-22T00:00:00Z,SARS-N2,3,respv4,264547.22701802047,23652,154164,26101,471000
ARA Werdhoelzli,2023-01-22T00:00:00Z,RSV-N,3,respv4,21999.417280998776,23652,154164,26101,471000
ARA Werdhoelzli,2023-01-22T00:00:00Z,IBV-M,3,respv4,52027.21275182455,23342,154164,26101,471000
ARA Werdhoelzli,2023-01-22T00:00:00Z,IAV-M,3,respv4,44591.88614175294,23342,154164,26101,471000
ARA Werdhoelzli,2023-01-22T00:00:00Z,SARS-N2,3,respv4,278021.16808347875,23342,154164,26101,471000
ARA Werdhoelzli,2023-01-22T00:00:00Z,RSV-N,3,respv4,37157.51582329529,23342,154164,26101,471000
STEP Aire,2023-01-22T00:00:00Z,IBV-M,5,respv4,13676.43873303409,21134,150657,664301,454000
STEP Aire,2023-01-22T00:00:00Z,IAV-M,5,respv4,4558.597189211654,21134,150657,664301,454000
STEP Aire,2023-01-22T00:00:00Z,SARS-N2,5,respv4,205350.72150401247,21134,150657,664301,454000
STEP Aire,2023-01-22T00:00:00Z,RSV-N,5,respv4,4558.597189211654,21134,150657,664301,454000
STEP Aire,2023-01-22T00:00:00Z,IBV-M,5,respv4,41738.37036049172,20778,150657,664301,454000
STEP Aire,2023-01-22T00:00:00Z,IAV-M,5,respv4,13910.781004631644,20778,150657,664301,454000
STEP Aire,2023-01-22T00:00:00Z,SARS-N2,5,respv4,180997.0151350971,20778,150657,664301,454000
STEP Aire,2023-01-22T00:00:00Z,RSV-N,5,respv4,0,20778,150657,664301,454000
ARA Altenrhein,2023-01-22T00:00:00Z,IBV-M,3,respv4,0,26117,14975,323700,64000
ARA Altenrhein,2023-01-22T00:00:00Z,IAV-M,3,respv4,6640.13343856683,26117,14975,323700,64000
ARA Altenrhein,2023-01-22T00:00:00Z,SARS-N2,3,respv4,250639.93942842414,26117,14975,323700,64000
ARA Altenrhein,2023-01-22T00:00:00Z,RSV-N,3,respv4,15494.831404430239,26117,14975,323700,64000
ARA Altenrhein,2023-01-22T00:00:00Z,IBV-M,3,respv4,4428.705810327941,26105,14975,323700,64000
ARA Altenrhein,2023-01-22T00:00:00Z,IAV-M,3,respv4,17716.859479898227,26105,14975,323700,64000
ARA Altenrhein,2023-01-22T00:00:00Z,SARS-N2,3,respv4,230743.81746809703,26105,14975,323700,64000
ARA Altenrhein,2023-01-22T00:00:00Z,RSV-N,3,respv4,15501.955055523747,26105,14975,323700,64000
CDA Lugano,2023-01-21T00:00:00Z,IBV-M,3,respv4,10248.539054908444,16922,38511,515100,124000
CDA Lugano,2023-01-21T00:00:00Z,IAV-M,3,respv4,6832.157470054825,16922,38511,515100,124000
CDA Lugano,2023-01-21T00:00:00Z,SARS-N2,3,respv4,253329.1971496795,16922,38511,515100,124000
CDA Lugano,2023-01-21T00:00:00Z,RSV-N,3,respv4,6832.157470054825,16922,38511,515100,124000
CDA Lugano,2023-01-21T00:00:00Z,IBV-M,3,respv4,6853.759849314907,25303,38511,515100,124000
CDA Lugano,2023-01-21T00:00:00Z,IAV-M,3,respv4,13708.332445614662,25303,38511,515100,124000
CDA Lugano,2023-01-21T00:00:00Z,SARS-N2,3,respv4,263310.7024492184,25303,38511,515100,124000
CDA Lugano,2023-01-21T00:00:00Z,RSV-N,3,respv4,29705.49693606481,25303,38511,515100,124000
STEP Aire,2023-01-21T00:00:00Z,IBV-M,5,respv4,38059.89725753755,20254,148765,664301,454000
STEP Aire,2023-01-21T00:00:00Z,IAV-M,5,respv4,19028.069127662766,20254,148765,664301,454000
STEP Aire,2023-01-21T00:00:00Z,SARS-N2,5,respv4,228585.25092030398,20254,148765,664301,454000
STEP Aire,2023-01-21T00:00:00Z,RSV-N,5,respv4,9513.564781361538,20254,148765,664301,454000
STEP Aire,2023-01-21T00:00:00Z,IBV-M,5,respv4,19015.862618885865,20267,148765,664301,454000
STEP Aire,2023-01-21T00:00:00Z,IAV-M,5,respv4,14261.545067641426,20267,148765,664301,454000
STEP Aire,2023-01-21T00:00:00Z,SARS-N2,5,respv4,185564.96333715343,20267,148765,664301,454000
STEP Aire,2023-01-21T00:00:00Z,RSV-N,5,respv4,4753.6137813453715,20267,148765,664301,454000
ARA Chur,2023-01-21T00:00:00Z,IBV-M,5,respv4,0,20553,9753,390101,55000
ARA Chur,2023-01-21T00:00:00Z,IAV-M,5,respv4,37506.10341990082,20553,9753,390101,55000
ARA Chur,2023-01-21T00:00:00Z,SARS-N2,5,respv4,474589.44808467565,20553,9753,390101,55000
ARA Chur,2023-01-21T00:00:00Z,RSV-N,5,respv4,42195.39319084626,20553,9753,390101,55000
ARA Chur,2023-01-21T00:00:00Z,IBV-M,5,respv4,0,22743,9753,390101,55000
ARA Chur,2023-01-21T00:00:00Z,IAV-M,5,respv4,4236.082827112482,22743,9753,390101,55000
ARA Chur,2023-01-21T00:00:00Z,SARS-N2,5,respv4,543738.228561664,22743,9753,390101,55000
ARA Chur,2023-01-21T00:00:00Z,RSV-N,5,respv4,25419.291355956786,22743,9753,390101,55000
ARA Altenrhein,2023-01-21T00:00:00Z,IBV-M,3,respv4,0,22064,14726,323700,64000
ARA Altenrhein,2023-01-21T00:00:00Z,IAV-M,3,respv4,13100.529985609825,22064,14726,323700,64000
ARA Altenrhein,2023-01-21T00:00:00Z,SARS-N2,3,respv4,233634.53639915356,22064,14726,323700,64000
ARA Altenrhein,2023-01-21T00:00:00Z,RSV-N,3,respv4,23583.092141207617,22064,14726,323700,64000
ARA Altenrhein,2023-01-21T00:00:00Z,IBV-M,3,respv4,0,22265,14726,323700,64000
ARA Altenrhein,2023-01-21T00:00:00Z,IAV-M,3,respv4,20772.99989405463,22265,14726,323700,64000
ARA Altenrhein,2023-01-21T00:00:00Z,SARS-N2,3,respv4,197645.5600801289,22265,14726,323700,64000
ARA Altenrhein,2023-01-21T00:00:00Z,RSV-N,3,respv4,15579.050011141013,22265,14726,323700,64000
CDA Lugano,2023-01-19T00:00:00Z,IBV-M,3,respv4,23293.761430723378,19856,41510,515100,124000
CDA Lugano,2023-01-19T00:00:00Z,IAV-M,3,respv4,0,19856,41510,515100,124000
CDA Lugano,2023-01-19T00:00:00Z,SARS-N2,3,respv4,233361.10907347657,19856,41510,515100,124000
CDA Lugano,2023-01-19T00:00:00Z,RSV-N,3,respv4,20381.52785033757,19856,41510,515100,124000
CDA Lugano,2023-01-19T00:00:00Z,IBV-M,3,respv4,9044.74664118507,19174,41510,515100,124000
CDA Lugano,2023-01-19T00:00:00Z,IAV-M,3,respv4,0,19174,41510,515100,124000
CDA Lugano,2023-01-19T00:00:00Z,SARS-N2,3,respv4,187212.9844680044,19174,41510,515100,124000
CDA Lugano,2023-01-19T00:00:00Z,RSV-N,3,respv4,0,19174,41510,515100,124000
ARA Werdhoelzli,2023-01-19T00:00:00Z,IBV-M,3,respv4,29250.749343645348,21743,178994,26101,471000
ARA Werdhoelzli,2023-01-19T00:00:00Z,IAV-M,3,respv4,15953.119201934871,21743,178994,26101,471000
ARA Werdhoelzli,2023-01-19T00:00:00Z,SARS-N2,3,respv4,234421.5021000999,21743,178994,26101,471000
ARA Werdhoelzli,2023-01-19T00:00:00Z,RSV-N,3,respv4,15953.119201934871,21743,178994,26101,471000
ARA Werdhoelzli,2023-01-19T00:00:00Z,IBV-M,3,respv4,26702.48803409579,19487,178994,26101,471000
ARA Werdhoelzli,2023-01-19T00:00:00Z,IAV-M,3,respv4,17800.288030659573,19487,178994,26101,471000
ARA Werdhoelzli,2023-01-19T00:00:00Z,SARS-N2,3,respv4,234810.6578209855,19487,178994,26101,471000
ARA Werdhoelzli,2023-01-19T00:00:00Z,RSV-N,3,respv4,38574.22112329251,19487,178994,26101,471000
STEP Aire,2023-01-19T00:00:00Z,IBV-M,5,respv4,21355.067070385514,22559,174771,664301,454000
STEP Aire,2023-01-19T00:00:00Z,IAV-M,5,respv4,21355.067070385514,22559,174771,664301,454000
STEP Aire,2023-01-19T00:00:00Z,SARS-N2,5,respv4,98272.52718835136,22559,174771,664301,454000
STEP Aire,2023-01-19T00:00:00Z,RSV-N,5,respv4,12812.47219179711,22559,174771,664301,454000
STEP Aire,2023-01-19T00:00:00Z,IBV-M,5,respv4,13701.075708250624,21096,174771,664301,454000
STEP Aire,2023-01-19T00:00:00Z,IAV-M,5,respv4,4566.8087363763425,21096,174771,664301,454000
STEP Aire,2023-01-19T00:00:00Z,SARS-N2,5,respv4,127952.54622761716,21096,174771,664301,454000
STEP Aire,2023-01-19T00:00:00Z,RSV-N,5,respv4,0,21096,174771,664301,454000
ARA Chur,2023-01-19T00:00:00Z,IBV-M,5,respv4,3939.202816984053,24457,10901,390101,55000
ARA Chur,2023-01-19T00:00:00Z,IAV-M,5,respv4,15757.777778766558,24457,10901,390101,55000
ARA Chur,2023-01-19T00:00:00Z,SARS-N2,5,respv4,165585.35646918102,24457,10901,390101,55000
ARA Chur,2023-01-19T00:00:00Z,RSV-N,5,respv4,15757.777778766558,24457,10901,390101,55000
ARA Chur,2023-01-19T00:00:00Z,IBV-M,5,respv4,7968.495759728962,24181,10901,390101,55000
ARA Chur,2023-01-19T00:00:00Z,IAV-M,5,respv4,15937.650672046184,24181,10901,390101,55000
ARA Chur,2023-01-19T00:00:00Z,SARS-N2,5,respv4,191426.04537415068,24181,10901,390101,55000
ARA Chur,2023-01-19T00:00:00Z,RSV-N,5,respv4,11952.990814991801,24181,10901,390101,55000
ARA Altenrhein,2023-01-19T00:00:00Z,IBV-M,3,respv4,0,21772,15960,323700,64000
ARA Altenrhein,2023-01-19T00:00:00Z,IAV-M,3,respv4,5310.134421819574,21772,15960,323700,64000
ARA Altenrhein,2023-01-19T00:00:00Z,SARS-N2,3,respv4,236774.40403889873,21772,15960,323700,64000
ARA Altenrhein,2023-01-19T00:00:00Z,RSV-N,3,respv4,21243.46521819285,21772,15960,323700,64000
ARA Altenrhein,2023-01-19T00:00:00Z,IBV-M,3,respv4,0,22401,15960,323700,64000
ARA Altenrhein,2023-01-19T00:00:00Z,IAV-M,3,respv4,2580.454374577654,22401,15960,323700,64000
ARA Altenrhein,2023-01-19T00:00:00Z,SARS-N2,3,respv4,248250.4128003617,22401,15960,323700,64000
ARA Altenrhein,2023-01-19T00:00:00Z,RSV-N,3,respv4,25809.729044674576,22401,15960,323700,64000
ARA Werdhoelzli,2023-01-15T00:00:00Z,IBV-M,3,respv4,14383.828212957791,28134,275391,26101,471000
ARA Werdhoelzli,2023-01-15T00:00:00Z,IAV-M,3,respv4,4109.299984531939,28134,275391,26101,471000
ARA Werdhoelzli,2023-01-15T00:00:00Z,SARS-N2,3,respv4,119288.46631960748,28134,275391,26101,471000
ARA Werdhoelzli,2023-01-15T00:00:00Z,RSV-N,3,respv4,20549.421883777333,28134,275391,26101,471000
ARA Altenrhein,2023-01-15T00:00:00Z,IBV-M,3,respv4,6568.202746468522,26403,24295,323700,64000
ARA Altenrhein,2023-01-15T00:00:00Z,IAV-M,3,respv4,15326.96754966141,26403,24295,323700,64000
ARA Altenrhein,2023-01-15T00:00:00Z,SARS-N2,3,respv4,140283.78829333358,26403,24295,323700,64000
ARA Altenrhein,2023-01-15T00:00:00Z,RSV-N,3,respv4,13137.15192202513,26403,24295,323700,64000
ARA Altenrhein,2023-01-15T00:00:00Z,IBV-M,3,respv4,2003.0656922425258,28858,24295,323700,64000
ARA Altenrhein,2023-01-15T00:00:00Z,IAV-M,3,respv4,10016.022656466423,28858,24295,323700,64000
ARA Altenrhein,2023-01-15T00:00:00Z,SARS-N2,3,respv4,122314.20956961963,28858,24295,323700,64000
ARA Altenrhein,2023-01-15T00:00:00Z,RSV-N,3,respv4,22037.541217939975,28858,24295,323700,64000
ARA Sensetal,2023-01-15T00:00:00Z,IBV-M,3,respv4,0,28687,44162,66700,62000
ARA Sensetal,2023-01-15T00:00:00Z,IAV-M,3,respv4,4030.0821467978735,28687,44162,66700,62000
ARA Sensetal,2023-01-15T00:00:00Z,SARS-N2,3,respv4,8060.445292211703,28687,44162,66700,62000
ARA Sensetal,2023-01-15T00:00:00Z,RSV-N,3,respv4,2015.0059510176725,28687,44162,66700,62000
ARA Sensetal,2023-01-15T00:00:00Z,IBV-M,3,respv4,0,28825,44162,66700,62000
ARA Sensetal,2023-01-15T00:00:00Z,IAV-M,3,respv4,0,28825,44162,66700,62000
ARA Sensetal,2023-01-15T00:00:00Z,SARS-N2,3,respv4,12033.197227847859,28825,44162,66700,62000
ARA Sensetal,2023-01-15T00:00:00Z,RSV-N,3,respv4,0,28825,44162,66700,62000
CDA Lugano,2023-01-14T00:00:00Z,IBV-M,3,respv4,35294.081373379355,24574,40266,515100,124000
CDA Lugano,2023-01-14T00:00:00Z,IAV-M,3,respv4,7057.092474909766,24574,40266,515100,124000
CDA Lugano,2023-01-14T00:00:00Z,SARS-N2,3,respv4,553056.9876299658,24574,40266,515100,124000
CDA Lugano,2023-01-14T00:00:00Z,RSV-N,3,respv4,18820.82823566098,24574,40266,515100,124000
CDA Lugano,2023-01-14T00:00:00Z,IBV-M,3,respv4,40141.29897991863,25929,40266,515100,124000
CDA Lugano,2023-01-14T00:00:00Z,IAV-M,3,respv4,8917.879943342232,25929,40266,515100,124000
CDA Lugano,2023-01-14T00:00:00Z,SARS-N2,3,respv4,643375.798156179,25929,40266,515100,124000
CDA Lugano,2023-01-14T00:00:00Z,RSV-N,3,respv4,13377.335909762016,25929,40266,515100,124000
ARA Altenrhein,2023-01-14T00:00:00Z,IBV-M,3,respv4,5044.152733083082,22920,15718,323700,64000
ARA Altenrhein,2023-01-14T00:00:00Z,IAV-M,3,respv4,32794.86358967275,22920,15718,323700,64000
ARA Altenrhein,2023-01-14T00:00:00Z,SARS-N2,3,respv4,184397.34995335407,22920,15718,323700,64000
ARA Altenrhein,2023-01-14T00:00:00Z,RSV-N,3,respv4,17656.460655103318,22920,15718,323700,64000
ARA Altenrhein,2023-01-14T00:00:00Z,IBV-M,3,respv4,0,27841,15718,323700,64000
ARA Altenrhein,2023-01-14T00:00:00Z,IAV-M,3,respv4,26996.89595159763,27841,15718,323700,64000
ARA Altenrhein,2023-01-14T00:00:00Z,SARS-N2,3,respv4,158006.9172131217,27841,15718,323700,64000
ARA Altenrhein,2023-01-14T00:00:00Z,RSV-N,3,respv4,10381.929407742495,27841,15718,323700,64000
ARA Sensetal,2023-01-14T00:00:00Z,IBV-M,3,respv4,3919.9422372329564,29493,22961,66700,62000
ARA Sensetal,2023-01-14T00:00:00Z,IAV-M,3,respv4,13720.960998202663,29493,22961,66700,62000
ARA Sensetal,2023-01-14T00:00:00Z,SARS-N2,3,respv4,78449.39718461556,29493,22961,66700,62000
ARA Sensetal,2023-01-14T00:00:00Z,RSV-N,3,respv4,1959.937889755787,29493,22961,66700,62000
ARA Sensetal,2023-01-14T00:00:00Z,IBV-M,3,respv4,4148.971305838717,27865,22961,66700,62000
ARA Sensetal,2023-01-14T00:00:00Z,IAV-M,3,respv4,14522.70263930698,27865,22961,66700,62000
ARA Sensetal,2023-01-14T00:00:00Z,SARS-N2,3,respv4,78881.42400289513,27865,22961,66700,62000
ARA Sensetal,2023-01-14T00:00:00Z,RSV-N,3,respv4,2074.4484277213933,27865,22961,66700,62000
ARA Werdhoelzli,2023-01-13T00:00:00Z,IBV-M,3,respv4,21549.964164191464,26828,202065,26101,471000
ARA Werdhoelzli,2023-01-13T00:00:00Z,IAV-M,3,respv4,23705.40252401971,26828,202065,26101,471000
ARA Werdhoelzli,2023-01-13T00:00:00Z,SARS-N2,3,respv4,192077.71218501969,26828,202065,26101,471000
ARA Werdhoelzli,2023-01-13T00:00:00Z,RSV-N,3,respv4,36639.72081654528,26828,202065,26101,471000
ARA Werdhoelzli,2023-01-13T00:00:00Z,IBV-M,3,respv4,25902.447070629194,26785,202065,26101,471000
ARA Werdhoelzli,2023-01-13T00:00:00Z,IAV-M,3,respv4,17267.008293319264,26785,202065,26101,471000
ARA Werdhoelzli,2023-01-13T00:00:00Z,SARS-N2,3,respv4,183726.2385387187,26785,202065,26101,471000
ARA Werdhoelzli,2023-01-13T00:00:00Z,RSV-N,3,respv4,25902.447070629194,26785,202065,26101,471000
CDA Lugano,2023-01-12T00:00:00Z,IBV-M,3,respv4,6275.368838353207,27635,43555,515100,124000
CDA Lugano,2023-01-12T00:00:00Z,IAV-M,3,respv4,8367.309855466086,27635,43555,515100,124000
CDA Lugano,2023-01-12T00:00:00Z,SARS-N2,3,respv4,180164.6234526856,27635,43555,515100,124000
CDA Lugano,2023-01-12T00:00:00Z,RSV-N,3,respv4,12551.419029072535,27635,43555,515100,124000
CDA Lugano,2023-01-12T00:00:00Z,IBV-M,3,respv4,2205.94455759841,26204,43555,515100,124000
CDA Lugano,2023-01-12T00:00:00Z,IAV-M,3,respv4,11030.564735510221,26204,43555,515100,124000
CDA Lugano,2023-01-12T00:00:00Z,SARS-N2,3,respv4,214369.5529624797,26204,43555,515100,124000
CDA Lugano,2023-01-12T00:00:00Z,RSV-N,3,respv4,8824.283386055762,26204,43555,515100,124000
ARA Werdhoelzli,2023-01-12T00:00:00Z,IBV-M,3,respv4,9366.57376294704,24687,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,IAV-M,3,respv4,18734.66554765403,24687,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,SARS-N2,3,respv4,241674.2464452027,24687,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,RSV-N,3,respv4,199366.9852654491,24687,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,IBV-M,3,respv4,6583.163631978863,26343,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,IAV-M,3,respv4,26337.154212599693,26343,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,SARS-N2,3,respv4,226452.07919536615,26343,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,RSV-N,3,respv4,160403.54615720813,26343,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,IBV-M,3,respv4,22656.4766778213,25518,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,IAV-M,3,respv4,20390.429351812407,25518,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,SARS-N2,3,respv4,249711.00779342387,25518,194185,26101,471000
ARA Werdhoelzli,2023-01-12T00:00:00Z,RSV-N,3,respv4,188318.33669498115,25518,194185,26101,471000
ARA Altenrhein,2023-01-12T00:00:00Z,IBV-M,3,respv4,6171.298592108516,18734,15343,323700,64000
ARA Altenrhein,2023-01-12T00:00:00Z,IAV-M,3,respv4,9257.194981712519,18734,15343,323700,64000
ARA Altenrhein,2023-01-12T00:00:00Z,SARS-N2,3,respv4,269062.40144407604,18734,15343,323700,64000
ARA Altenrhein,2023-01-12T00:00:00Z,RSV-N,3,respv4,46300.80738420273,18734,15343,323700,64000
ARA Altenrhein,2023-01-12T00:00:00Z,IBV-M,3,respv4,4246.820089200693,27223,15343,323700,64000
ARA Altenrhein,2023-01-12T00:00:00Z,IAV-M,3,respv4,25485.602003665517,27223,15343,323700,64000
ARA Altenrhein,2023-01-12T00:00:00Z,SARS-N2,3,respv4,268160.90046816255,27223,15343,323700,64000
ARA Altenrhein,2023-01-12T00:00:00Z,RSV-N,3,respv4,8493.952215145915,27223,15343,323700,64000
ARA Sensetal,2023-01-12T00:00:00Z,IBV-M,3,respv4,0,29099,25376,66700,62000
ARA Sensetal,2023-01-12T00:00:00Z,IAV-M,3,respv4,0,29099,25376,66700,62000
ARA Sensetal,2023-01-12T00:00:00Z,SARS-N2,3,respv4,37754.72025982804,29099,25376,66700,62000
ARA Sensetal,2023-01-12T00:00:00Z,RSV-N,3,respv4,1986.4758738019457,29099,25376,66700,62000
ARA Sensetal,2023-01-12T00:00:00Z,IBV-M,3,respv4,0,28971,25376,66700,62000
ARA Sensetal,2023-01-12T00:00:00Z,IAV-M,3,respv4,3990.574265175374,28971,25376,66700,62000
ARA Sensetal,2023-01-12T00:00:00Z,SARS-N2,3,respv4,59887.56048348624,28971,25376,66700,62000
ARA Sensetal,2023-01-12T00:00:00Z,RSV-N,3,respv4,0,28971,25376,66700,62000
CDA Lugano,2023-01-10T00:00:00Z,IBV-M,3,respv4,6920.222871738746,25060,45886,515100,124000
CDA Lugano,2023-01-10T00:00:00Z,IAV-M,3,respv4,6920.222871738746,25060,45886,515100,124000
CDA Lugano,2023-01-10T00:00:00Z,SARS-N2,3,respv4,312233.1572266048,25060,45886,515100,124000
